date,symbol,direction,shares,price,value,cost
2019-09-12,518880,sell,49309.654542762284,3.404,167850.0640635628,218.20508328263165
2019-09-12,511880,buy,548.9601781252053,101.92,55950.021354520926,72.7350277608772
2019-09-12,511010,buy,473.3544391620989,118.199,55950.021354520926,72.7350277608772
2019-09-12,511260,buy,518.0605501395469,107.999,55950.021354520926,72.7350277608772
2019-10-08,511880,sell,3325.346597209743,102.094,339497.9354955315,441.3473161441909
2019-10-08,511010,sell,2858.69078904709,118.351,338328.9135745122,439.8275876468658
2019-10-08,511260,sell,3122.595356586452,107.539,335800.78205195046,436.5410166675356
2019-10-08,518880,buy,297987.10829490016,3.39,1010176.2971197115,1313.2291862556249
2019-11-19,518880,sell,36887.92695787312,3.29,121361.27969140257,157.76966359882334
2019-11-19,511880,buy,395.2994508060055,102.337,40453.75989713419,52.58988786627444
2019-11-19,511010,buy,340.8210952199687,118.695,40453.75989713418,52.58988786627443
2019-11-19,511260,buy,376.1705758467393,107.541,40453.759897134194,52.58988786627445
2019-12-02,511880,sell,404.8581559900751,102.423,41466.78691097146,53.906822984262895
2019-12-02,511010,sell,349.4355183840916,118.934,41559.76394349355,54.02769312654161
2019-12-02,511260,sell,384.8128377029264,107.691,41440.87930506585,53.8731430965856
2019-12-02,518880,sell,203242.2988706353,3.269,664399.0750081069,863.7187975105389
2019-12-02,159915,buy,78331.46935725633,1.606,125800.33978775366,163.54044172407976
2019-12-02,512880,buy,171672.56158536376,0.904,155191.99567316883,201.74959437511947
2019-12-02,512800,buy,349606.6325160977,0.5488767585818796,191890.95523416204,249.45824180441065
2019-12-02,513100,buy,516377.91555696673,0.6099383667180277,314958.7024240759,409.4463131512987
2019-12-11,518880,sell,3745.1839033449314,3.282,12291.693570778065,15.979201642011484
2019-12-11,159915,sell,7833.146935725643,1.653,12948.191884754488,16.832649450180835
2019-12-11,512880,sell,17167.25615853638,0.924,15862.544690487615,20.6213080976339
2019-12-11,512800,sell,34960.66325160974,0.5549138998311761,19400.157985635247,25.22020538132582
2019-12-11,513100,sell,51637.79155569669,0.598990755007704,30930.559750877204,40.20972767614036
2019-12-11,511880,buy,297.4364285517839,102.468,30477.71596084419,39.62103074909744
2019-12-11,511010,buy,256.6414830479656,118.756,30477.715960844205,39.621030749097464
2019-12-11,511260,buy,282.8610829049652,107.748,30477.715960844194,39.62103074909745
2020-02-03,511880,sell,284.04315945484547,100.353,28504.583180772108,37.05595813500374
2020-02-03,511010,sell,256.42388210128905,122.597,31436.798673971734,40.867838276163255
2020-02-03,511260,sell,282.4633757022477,110.935,31335.074583528844,40.73559695858749
2020-02-03,518880,sell,126569.8969364547,3.52,445526.0372163205,579.1838483812166
2020-02-03,159915,buy,59270.80971542796,1.708,101234.54299395095,131.60490589213623
2020-02-03,512880,buy,59073.05788191685,0.895,52870.38680431558,68.73150284561025
2020-02-03,512120,buy,400675.8957613027,0.4954122096164235,198499.73085914674,258.04965011689075
2020-02-03,512800,buy,333398.00149876345,0.5035981992121552,167898.6331757087,218.2682231284213
2020-02-03,513100,buy,22826.855310263712,0.645713597842835,14739.610869828204,19.161494130776664
2020-02-04,159915,sell,12976.913213695867,1.816,23566.074396071694,30.6358967148932
2020-02-04,512880,sell,21357.836330874423,0.892,19051.190007139987,24.766547009281982
2020-02-04,512800,sell,64804.39707632517,0.5181879572312886,33580.858140586235,43.6551155827621
2020-02-04,513100,sell,48756.6979311534,0.6689772727272726,32617.122809170454,42.40225965192159
2020-02-04,512120,sell,40067.58957613025,0.5130027012425715,20554.78168483352,26.721216190283574
2020-02-04,511880,buy,322.2584918539933,100.362,32342.506759450473,42.04525878728561
2020-02-04,511010,buy,266.5532633303429,121.336,32342.50675945048,42.04525878728562
2020-02-04,511260,buy,291.78137723352853,110.845,32342.506759450473,42.04525878728561
2020-02-04,518880,buy,9261.886242683411,3.492,32342.506759450473,42.04525878728561
2020-02-17,159915,sell,46030.5198653607,2.071,95329.20664116202,123.92796863351062
2020-02-17,512880,sell,75758.56394507275,1.004,76061.59820085304,98.88007766110894
