date,nav,cash,invested,drawdown,is_circuit
2018-02-02,1149799.571461425,11288.60947098954,1138510.9619904354,-0.03237708062732489,0
2018-02-05,1146245.9292843174,11288.60947098954,1134957.3198133279,-0.03536767629561872,0
2018-02-06,1127672.2145718655,11288.60947098954,1116383.605100876,-0.05099853275072646,0
2018-02-07,1116928.1657568424,11288.60947098954,1105639.5562858528,-0.06004027197059885,0
2018-02-08,1116310.3920376867,11288.60947098954,1105021.782566697,-0.06056016432790889,0
2018-02-09,1096143.5842458883,11288.60947098954,1084854.9747748987,-0.07753170085851041,0
2018-02-12,1105743.2935597228,11288.60947098954,1094454.6840887333,-0.06945298959270674,0
2018-02-13,1112961.5842016067,11288.60947098954,1101672.9747306171,-0.06337838003714522,0
2018-02-14,1118445.3040846242,11288.60947098954,1107156.6946136346,-0.05876351221676234,0
2018-02-22,1123584.3020191367,11288.60947098954,1112295.6925481472,-0.05443874787742373,0
2018-02-23,1125869.9460537387,11288.60947098954,1114581.3365827492,-0.05251524607041117,0
2018-02-26,1137923.8218254112,11288.60947098954,1126635.2123544216,-0.042371211620027334,0
2018-02-27,1131531.808988074,11288.60947098954,1120243.1995170845,-0.04775046055684018,0
2018-02-28,1125518.3099088152,11288.60947098954,1114229.7004378256,-0.052811168248113306,0
2018-03-01,1128685.9881348675,11288.60947098954,1117397.378663878,-0.05014538359415822,0
2018-03-02,1127856.0669707367,11288.60947098954,1116567.4574997472,-0.05084381031096827,0
2018-03-05,1130220.1261771785,11288.60947098954,1118931.516706189,-0.048854317596164494,0
2018-03-06,1138511.8698384217,11288.60947098954,1127223.2603674321,-0.04187633516572729,0
2018-03-07,1136979.6599755227,11288.60947098954,1125691.050504533,-0.04316577848909324,0
2018-03-08,1143089.8009437646,11235.829525140849,1131853.9714186238,-0.03802374105212136,0
2018-03-09,1146504.314688686,11235.829525140849,1135268.4851635452,-0.03515023001584608,0
2018-03-12,1150992.4965743725,11235.829525140849,1139756.6670492317,-0.03137316506757548,0
2018-03-13,1145396.9008255391,11235.829525140849,1134161.0713003983,-0.03608218290729655,0
2018-03-14,1142131.0422898084,11235.829525140849,1130895.2127646676,-0.038830591977048905,0
2018-03-15,1141681.3963840085,11235.829525140849,1130445.5668588676,-0.039208995043855666,0
2018-03-16,1137438.496573579,11235.829525140849,1126202.6670484382,-0.04277964092255891,0
2018-03-19,1139849.59498036,11235.829525140849,1128613.7654552192,-0.040750561996830255,0
2018-03-20,1146800.6116811305,11235.829525140849,1135564.7821559897,-0.034900878939409324,0
2018-03-21,1143114.5460886424,11235.829525140849,1131878.7165635016,-0.038002916579820904,0
2018-03-22,1142541.7803088732,11235.829525140849,1131305.9507837323,-0.03848493214991952,0
2018-03-23,1126282.6656843927,11235.829525140849,1115046.8361592519,-0.0521679186023828,0
2018-03-26,1133807.2296156492,11235.829525140849,1122571.4000905084,-0.04583556233883461,0
2018-03-27,1139182.8834057383,11235.829525140849,1127947.0538805975,-0.04131163839329739,0
2018-03-28,1129462.9317638353,11235.829525140849,1118227.1022386944,-0.04949154054089092,0
2018-03-29,1129711.2062511777,11235.829525140849,1118475.376726037,-0.04928260318327588,0
2018-03-30,1138208.5201945554,11235.829525140849,1126972.6906694146,-0.04213162145672449,0
2018-04-02,1135339.525955995,10044.801217318629,1125294.7247386766,-0.0445460462396896,0
2018-04-03,1136444.1344359028,10044.801217318629,1126399.3332185843,-0.043616454240682674,0
2018-04-04,1136746.9478934836,10044.801217318629,1126702.1466761648,-0.04336161918149301,0
2018-04-09,1138368.2491676132,10044.801217318629,1128323.4479502945,-0.04199720027667295,0
2018-04-10,1138492.9058137755,10044.801217318629,1128448.1045964567,-0.041892294490592834,0
2018-04-11,1138614.546752524,10044.801217318629,1128569.7455352056,-0.04178992659692806,0
2018-04-12,1139294.831033283,10044.801217318629,1129250.0298159642,-0.04121742798230906,0
2018-04-13,1141144.7228535842,10044.801217318629,1131099.9216362655,-0.039660636896182246,0
2018-04-16,1144181.2792881527,10044.801217318629,1134136.4780708342,-0.03710519882246436,0
2018-04-17,1143452.9629707146,10044.801217318629,1133408.1617533958,-0.037718119177279345,0
2018-04-18,1148282.6967506497,10044.801217318629,1138237.8955333312,-0.03365361853218541,0
2018-04-19,1146180.6312020645,10044.801217318629,1136135.829984746,-0.035422628412967956,0
2018-04-20,1144743.7947029667,10044.801217318629,1134698.9934856482,-0.03663180952803052,0
2018-04-23,1144639.2352707312,10044.801217318629,1134594.4340534124,-0.03671980234484738,0
2018-04-24,1146090.8319535838,10044.801217318629,1136046.0307362652,-0.035498199680455846,0
2018-04-25,1146971.2014238522,10044.801217318629,1136926.4002065337,-0.03475731779278474,0
2018-04-26,1146657.4921603203,10044.801217318629,1136612.6909430015,-0.035021322303611976,0
2018-04-27,1147141.844031204,10044.801217318629,1137097.0428138853,-0.034613712157512834,0
2018-05-02,1146220.2811154923,10044.801217318629,1136175.4798981736,-0.03538926071486106,0
2018-05-03,1147712.120046995,10044.801217318629,1137667.3188296764,-0.03413379186797346,0
2018-05-04,1146502.7616553153,10044.801217318629,1136457.9604379968,-0.03515153698335711,0
2018-05-07,1146519.4259553687,10044.801217318629,1136474.6247380502,-0.03513751300990366,0
2018-05-08,1145499.023742348,10044.801217318629,1135454.2225250292,-0.035996240559299494,0
2018-05-09,1143555.132164165,10044.801217318629,1133510.3309468464,-0.03763213788480875,0
2018-05-10,1143551.355591401,10044.801217318629,1133506.5543740822,-0.037635316089474805,0
2018-05-11,1144279.8658290422,10044.801217318629,1134235.0646117236,-0.03702223253957989,0
2018-05-14,1144225.3864529822,10044.801217318629,1134180.5852356635,-0.037068080089202586,0
2018-05-15,1144051.7060912391,10044.801217318629,1134006.9048739206,-0.037214242170698186,0
2018-05-16,1144280.951491707,10044.801217318629,1134236.1502743883,-0.03702131889158133,0
2018-05-17,1143888.1984712086,10044.801217318629,1133843.3972538898,-0.03735184330098261,0
2018-05-18,1143924.2399647934,10044.801217318629,1133879.438747475,-0.03732151229712181,0
2018-05-21,1144102.6876264536,10044.801217318629,1134057.886409135,-0.037171338256692006,0
2018-05-22,1144668.720312974,10044.801217318629,1134623.9190956554,-0.036694988974447056,0
2018-05-23,1145625.490807218,10044.801217318629,1135580.6895898995,-0.035889811201043155,0
2018-05-24,1146468.8030295232,10044.801217318629,1136424.0018122045,-0.03518011513336027,0
2018-05-25,1148379.3359859842,10044.801217318629,1138334.5347686654,-0.03357229101968562,0
2018-05-28,1146710.820630942,10044.801217318629,1136666.0194136235,-0.03497644330755957,0
2018-05-29,1145386.3542992482,10044.801217318629,1135341.5530819295,-0.03609105841987472,0
2018-05-30,1145093.7091469811,10044.801217318629,1135048.9079296624,-0.03633733626133974,0
